REQUEST_ID,CREATED_ON,REQUEST_TYPE,REQUEST_ORIGIN,STATUS,DEPARTMENT,NEIGHBORHOOD,COUNCIL_DISTRICT,WARD,TRACT,PUBLIC_WORKS_DIVISION,PLI_DIVISION,POLICE_ZONE,FIRE_ZONE,X,Y,GEO_ACCURACY
232258,2018-03-22T12:47:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Brookline,4,32,42003191800,5,32,6,4-25,-80.0080418,40.3848768,EXACT
102700,2016-09-07T16:30:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Arlington,3,16,42003561600,3,16,3,4-8,-79.9770147,40.416773,EXACT
131118,2017-02-09T16:19:00,Potholes,Call Center,1,DPW - Street Maintenance,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.9776208,40.428573,EXACT
133215,2017-02-21T15:47:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,East Allegheny,1,23,42003563200,1,23,1,1-20,-79.9980459580603,40.4527135878968,APPROXIMATE
220341,2018-02-15T16:56:00,Illegal Parking,Call Center,0,Police - Zones 1-6,North Oakland,8,4,42003562000,3,4,4,2-9,-79.9510499236859,40.4507660200354,APPROXIMATE
126491,2017-01-20T10:01:00,Pedestrian/Bicycle Concerns,Website,1,DOMI - Traffic,Central Business District,6,2,42003020100,6,2,2,1-4,-80.002174,40.441002,EXACT
23023,2015-09-10T15:03:00,Tree Removal,Call Center,1,DPW - Forestry Division,Manchester,6,21,42003210700,1,21,1,1-8,-80.0268849,40.453669,EXACT
26000,2015-10-01T10:28:00,"Catch Basin, Clogged",Call Center,1,Pittsburgh Water and Sewer Authority,Westwood,2,28,42003563100,5,28,6,1-18,-80.048486,40.428818,EXACT
22410,2015-09-04T14:05:00,Street Cleaning/Sweeping,Call Center,1,DPW - Street Maintenance,Sheraden,2,20,42003562500,5,20,6,1-16,-80.0553168,40.4565057,EXACT
218923,2018-02-13T12:52:00,Potholes,Call Center,1,DPW - Street Maintenance,Brookline,4,32,42003320600,5,32,6,4-26,-80.0108058,40.3929252,EXACT
280600,2018-08-15T13:47:00,Potholes,Call Center,1,DPW - Street Maintenance,Homewood South,9,13,42003130400,2,13,5,3-17,-79.8910686,40.4517188,EXACT
190475,2017-09-29T14:26:00,Request New Sign,Call Center,1,DOMI - Traffic,Hazelwood,5,15,42003562900,3,15,4,2-13,-79.944636,40.4149764,EXACT
301339,2018-11-19T08:25:00,Replace/Repair a Sign,Call Center,1,DOMI - TrafficShop,Central Oakland,3,4,42003040600,3,4,4,2-11,-79.953927,40.4381015,EXACT
279784,2018-08-13T14:55:00,Street Cleaning/Sweeping,Call Center,3,DPW - Street Maintenance,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,-79.891928,40.4725148,EXACT
75943,2016-06-02T15:58:00,Overgrowth,Call Center,1,DPW - Street Maintenance,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,-80.0286108,40.4734112,EXACT
289054,2018-09-17T16:29:00,City Source (CDBG),Call Center,1,"City Source Associates, Inc.",Sheraden,2,20,42003202200,5,20,6,1-16,-80.0633643829428,40.4514256183728,APPROXIMATE
324035,2019-03-08T10:38:00,Potholes,Call Center,1,DPW - Street Maintenance,Hazelwood,5,15,42003562300,3,15,4,2-13,-79.9417037944427,40.4056756854084,EXACT
249379,2018-05-16T18:50:00,Weeds/Debris,Website,1,"Permits, Licenses and Inspections",Shadyside,8,7,42003070500,2,7,4,3-11,-79.9296698797623,40.4576095515612,EXACT
295762,2018-10-16T08:19:00,Building Without a Permit,Report2Gov iOS,3,"Permits, Licenses and Inspections",South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9698421352617,40.4291336471638,APPROXIMATE
261311,2018-06-19T20:28:00,Tree Removal,Website,1,DPW - Forestry Division,Regent Square,5,14,42003141000,3,14,4,2-16,-79.8973023,40.4298873,EXACT
320946,2019-02-23T13:58:00,Refuse Violations,Report2Gov iOS,1,DPW - Refuse,Shadyside,8,7,42003070900,2,7,4,3-22,-79.9377679766623,40.4544737103374,APPROXIMATE
312828,2019-01-23T16:27:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,-80.029062,40.4768431,EXACT
256095,2018-06-05T12:59:00,Building Maintenance,Call Center,1,"Permits, Licenses and Inspections",,,,,,,,,,,OUT_OF_BOUNDS
236472,2018-04-06T10:40:00,Paving Request,Call Center,1,DOMI - Asphalt,Brookline,4,19,42003191800,5,19,6,4-25,-80.0093277306885,40.3865159693707,EXACT
347825,2019-06-04T12:45:00,Rodent control,Call Center,1,Animal Care & Control,Knoxville,3,30,42003300100,5,30,3,4-7,-79.9938801976812,40.4089690308947,APPROXIMATE
77693,2016-06-09T08:33:00,Dead Animal,Call Center,1,Animal Care & Control,Bon Air,4,18,42003562400,5,18,3,4-18,-80.0060107,40.4111044,EXACT
3516,2015-05-05T14:32:00,Refuse Violations,Call Center,1,DPW - Refuse,Crafton Heights,2,28,42003281400,5,28,6,1-17,-80.0501771718984,40.4460708789506,APPROXIMATE
239680,2018-04-16T13:29:00,Unpermitted Electrical Work,Control Panel,3,"Permits, Licenses and Inspections",East Hills,9,13,42003130600,2,13,5,3-19,-79.871765990351,40.4530539525155,APPROXIMATE
288849,2018-09-17T10:56:00,Missed Pick Up,Call Center,0,DPW - Refuse,Carrick,4,29,42003290200,3,29,3,4-12,-79.9826715479358,40.3914798943128,APPROXIMATE
6857,2015-05-29T09:51:00,Refuse Violations,Call Center,1,DPW - Refuse,Allegheny West,1,22,42003562700,1,22,1,1-7,-80.0142074952792,40.4509413981848,APPROXIMATE
103344,2016-09-10T12:10:00,Replace/Repair a Sign,Report2Gov iOS,1,DOMI - TrafficShop,East Liberty,9,8,42003111500,2,8,5,3-8,-79.923294,40.460861,EXACT
163488,2017-06-20T11:41:00,Mayor's Office,Call Center,1,311,,,,,,,,,,,OUT_OF_BOUNDS
80349,2016-06-17T15:36:00,Vacant Building,Control Panel,1,"Permits, Licenses and Inspections",Manchester,6,21,42003210700,1,21,1,1-8,-80.021371,40.456744,EXACT
356615,2019-07-01T13:30:00,Potholes,Website,1,DPW - Street Maintenance,Summer Hill,1,26,42003261200,1,26,1,1-15,-80.0151730146805,40.4989144408454,EXACT
288527,2018-09-14T12:45:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Perry South,6,26,42003261500,1,26,1,1-23,-80.0105567,40.4726552,EXACT
212247,2018-01-24T10:26:00,Potholes,Call Center,1,DPW - Street Maintenance,Bloomfield,7,6,42003090300,2,6,2,3-6,-79.957961,40.4651835,EXACT
369081,2019-07-31T17:44:00,City Source (CDBG),Call Center,1,"City Source Associates, Inc.",South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.9761226135972,40.4205755923646,APPROXIMATE
327049,2019-03-21T09:15:00,"Dumping, Private Property",Call Center,1,"Permits, Licenses and Inspections",Crafton Heights,2,28,42003281500,5,28,6,1-17,-80.0494391793506,40.4404420878523,APPROXIMATE
125283,2017-01-12T17:50:00,Homeless,Call Center,1,Mayor's Office - Community Affairs,Central Business District,6,1,42003020100,6,1,2,1-4,-79.9990269137695,40.4358451370198,EXACT
51023,2016-02-29T12:41:00,Curb /Broken/Deteriorated,Call Center,1,DOMI - Permits,,,,42003310200,,,,,-79.9188299,40.3654334,EXACT
129839,2017-02-02T14:29:00,Utility Cut - Other,Call Center,1,DOMI - Permits,California-Kirkbride,6,25,42003250700,1,25,1,1-9,-80.0170544,40.4596485,EXACT
156178,2017-05-24T08:12:00,Paving Request,Call Center,1,DOMI - Asphalt,East Hills,9,13,42003130600,2,13,5,3-17,-79.878922,40.454592,EXACT
179706,2017-08-16T08:20:00,Leak,Call Center,0,Pittsburgh Water and Sewer Authority,Knoxville,3,30,42003300100,5,30,3,4-6,-79.991441,40.4159282,EXACT
43585,2016-01-25T19:32:00,"Sidewalk, Lack of Snow/Ice Removal",Website,1,311,Regent Square,5,14,42003141000,3,14,4,2-16,-79.896619,40.4315659,EXACT
203426,2017-12-17T14:02:00,Leaves/Street Cleaning,Website,3,DPW - Street Maintenance,Carrick,4,29,42003290400,3,29,3,4-23,-79.9774173,40.3830132,EXACT
289722,2018-09-19T16:06:00,Building Maintenance,Call Center,0,"Permits, Licenses and Inspections",Elliott,2,20,42003562600,5,20,6,1-17,-80.0365028834335,40.4442340006464,APPROXIMATE
336425,2019-04-30T12:25:00,Tree Removal,Call Center,1,DPW - Forestry Division,Beechview,4,19,42003191600,5,19,6,4-28,-80.0296205,40.4135831,EXACT
35081,2015-11-23T09:14:00,Fire Safety System Not Working,Control Panel,1,"Permits, Licenses and Inspections",Brookline,4,19,42003191800,5,19,6,4-26,-80.0204188966599,40.3922943963043,APPROXIMATE
135423,2017-02-27T14:38:00,Litter,Call Center,1,DPW - Street Maintenance,Lower Lawrenceville,7,6,42003060300,2,6,2,3-6,-79.9602798,40.4648009,EXACT
376388,2019-08-23T10:47:00,Litter,Call Center,1,DPW - Street Maintenance,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,-80.0286108,40.4734112,EXACT
116925,2016-11-17T14:29:00,Building Without a Permit,Control Panel,1,"Permits, Licenses and Inspections",,,,,,,,,,,OUT_OF_BOUNDS
343720,2019-05-22T11:43:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Greenfield,5,15,42003151700,3,15,4,2-15,-79.9348806,40.4247995,EXACT
66189,2016-05-03T08:40:00,"Traffic or Pedestrian Signal, Request ",Website,1,DOMI - Traffic,Morningside,7,10,42003101400,2,10,5,3-7,-79.9255302,40.4883007,EXACT
261079,2018-06-19T13:46:00,Litter,Call Center,1,DPW - Street Maintenance,Bloomfield,7,9,42003090300,2,9,5,3-6,-79.9552144,40.4635929,EXACT
381550,2019-09-10T14:06:00,"Litter Can, Public",Call Center,1,DPW - Street Maintenance,Central Oakland,3,4,42003040600,3,4,4,2-11,-79.9504186,40.4383981,EXACT
25764,2015-09-29T16:17:00,"Catch Basin, Clogged",Call Center,1,Pittsburgh Water and Sewer Authority,Central Business District,6,2,42003020100,6,2,2,1-3,-80.0002539,40.4432105,EXACT
53017,2016-03-06T19:58:00,Refuse Violations,Report2Gov iOS,1,DPW - Refuse,Bon Air,4,18,42003562400,5,18,3,4-7,-79.9998965960805,40.4083396196069,APPROXIMATE
33534,2015-11-16T08:50:00,Potholes,Website,1,DPW - Street Maintenance,,,,,,,,,0,0,EXACT
241951,2018-04-23T14:56:00,Building Maintenance,Control Panel,1,"Permits, Licenses and Inspections",,,,,,,,,,,OUT_OF_BOUNDS
364977,2019-07-25T14:51:00,Stormwater Runoff,Call Center,3,"Permits, Licenses and Inspections",Point Breeze,8,14,42003140600,3,14,4,3-14,-79.9067575742793,40.4491066017455,APPROXIMATE
306859,2018-12-27T10:57:00,Traffic Shop ,Website,1,DOMI - TrafficShop,Brighton Heights,1,27,42003270800,1,27,1,1-14,-80.0297072974677,40.4865825907788,APPROXIMATE
370809,2019-08-06T14:26:00,Broken Sidewalk,Control Panel,1,"Permits, Licenses and Inspections",Central Business District,6,1,42003020100,6,1,2,1-4,-80.0000759,40.4368801,EXACT
132055,2017-02-15T10:15:00,Potholes,Call Center,1,DPW - Street Maintenance,Brookline,4,19,42003191700,5,19,6,4-26,-80.0129259,40.400749,EXACT
357900,2019-07-05T11:19:00,Missed Pick Up,Call Center,1,DPW - Refuse,Stanton Heights,9,10,42003100500,2,10,5,3-7,-79.9345205798076,40.4759061704563,APPROXIMATE
196045,2017-10-27T20:22:00,Illegal Parking,Website,3,Police - Zones 1-6,Central Northside,6,25,42003250300,1,25,1,1-21,-80.0119384206513,40.4587099900588,APPROXIMATE
258771,2018-06-13T11:36:00,Broken Sidewalk,Call Center,1,"Permits, Licenses and Inspections",Friendship,9,8,42003080700,2,8,5,3-23,-79.9319642,40.463747,EXACT
154710,2017-05-18T11:37:00,Operating Without a License,Control Panel,1,"Permits, Licenses and Inspections",Brookline,4,19,42003191800,5,19,6,4-26,-80.0226645,40.3952978,EXACT
368599,2019-07-30T16:53:00,"Catch Basin, Clogged",Call Center,1,Pittsburgh Water and Sewer Authority,Brookline,4,19,42003191700,5,19,6,4-28,-80.013999,40.410699,EXACT
379648,2019-09-04T10:40:00,Referral,Call Center,1,311,,,,,,,,,,,OUT_OF_BOUNDS
104528,2016-09-15T11:31:00,Fire Lane,Website,1,Fire Bureau,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9749223,40.4278346,EXACT
279930,2018-08-14T08:32:00,Illegal Parking,Call Center,1,Police - Zones 1-6,Allentown,3,18,42003180300,5,18,3,4-5,-79.9943436175109,40.4247378815228,APPROXIMATE
194864,2017-10-22T15:53:00,Dead Animal,Report2Gov iOS,1,Animal Care & Control,Friendship,9,8,42003080700,2,8,5,3-23,-79.934235,40.464626,EXACT
178507,2017-08-11T10:06:00,Rodent control,Call Center,1,Animal Care & Control,Carrick,4,29,42003290100,3,29,3,4-23,-79.9943565769023,40.4018471017257,APPROXIMATE
177533,2017-08-08T11:11:00,Weeds/Debris,Control Panel,1,"Permits, Licenses and Inspections",Upper Hill,6,5,42003050600,3,5,2,2-22,-79.96276,40.45362,EXACT
164287,2017-06-22T14:36:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Greenfield,5,15,42003151700,3,15,4,2-15,-79.9263234,40.4199244,EXACT
334304,2019-04-22T18:59:00,Paving Request,Website,1,DOMI - Asphalt,Carrick,4,29,42003290200,3,29,3,4-12,-79.9863068090149,40.3974480520845,EXACT
21754,2015-08-31T13:29:00,Rodent control,Call Center,1,Animal Care & Control,Polish Hill,7,6,42003060500,6,6,2,2-6,-79.9690449968617,40.4564899311556,APPROXIMATE
8726,2015-06-11T11:11:00,Missed Pick Up,Call Center,1,DPW - Refuse,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.9795105007328,40.4269439581025,APPROXIMATE
209576,2018-01-16T17:38:00,Potholes,Website,1,DPW - Street Maintenance,Central Lawrenceville,7,9,42003090200,2,9,2,3-6,-79.9552345275879,40.4657396153145,EXACT
277859,2018-08-07T10:59:00,Building Maintenance,Control Panel,3,"Permits, Licenses and Inspections",East Liberty,9,8,42003111500,2,8,5,3-23,-79.9303410758997,40.461223910535,APPROXIMATE
361010,2019-07-15T10:25:00,Rodent control,Call Center,1,Animal Care & Control,Hazelwood,5,15,42003562900,3,15,4,2-13,-79.943031296871,40.4158795172176,APPROXIMATE
170777,2017-07-17T16:09:00,Fence Maintenance,Call Center,1,"Permits, Licenses and Inspections",Manchester,6,21,42003210700,1,21,1,1-8,-80.0237717721912,40.4533691003933,APPROXIMATE
266345,2018-07-05T14:26:00,Water/Drinking Fountains,Report2Gov Android,1,DPW - Facilities,Beechview,4,19,42003191600,5,19,6,4-28,-80.0186,40.4146,EXACT
247098,2018-05-10T08:22:00,City Source (CDBG),Call Center,1,"City Source Associates, Inc.",,,,,,,,,,,OUT_OF_BOUNDS
344955,2019-05-28T10:02:00,Potholes,Call Center,1,DPW - Street Maintenance,Morningside,7,10,42003101400,2,10,5,3-7,-79.9288774,40.4804861,EXACT
114653,2016-11-04T09:46:00,Illegal Parking,Website,1,Police - Zones 1-6,Central Business District,6,2,42003020100,6,2,2,1-3,-79.9982320751424,40.4418849809647,APPROXIMATE
281533,2018-08-20T07:51:00,Weeds/Debris,Website,3,"Permits, Licenses and Inspections",Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,-79.9003637030411,40.4652069437666,EXACT
249300,2018-05-16T15:53:00,Junk Vehicles,Call Center,3,"Permits, Licenses and Inspections",Beechview,4,19,42003191600,5,19,6,4-28,-80.0278651264646,40.4120186235975,APPROXIMATE
339452,2019-05-09T09:59:00,Building Maintenance,Call Center,3,"Permits, Licenses and Inspections",Greenfield,5,15,42003151700,3,15,4,2-15,-79.9279773231608,40.4228263607294,APPROXIMATE
293123,2018-10-03T17:01:00,Early Trash Set Out,Call Center,1,DPW - Refuse,Friendship,7,8,42003080700,2,8,5,3-23,-79.9348597135325,40.4595377373692,APPROXIMATE
154319,2017-05-17T11:01:00,City Facility,Website,1,DPW - Facilities,,,,,,,,,0,0,EXACT
339975,2019-05-10T13:35:00,Potholes,Call Center,0,DPW - Street Maintenance,Beechview,4,19,42003192000,5,19,6,4-28,-80.0310219,40.4026274,EXACT
291582,2018-09-27T13:42:00,Broken Sidewalk,Call Center,1,"Permits, Licenses and Inspections",Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,-79.9011856,40.4670541,EXACT
352931,2019-06-19T11:06:00,Building Without a Permit,Call Center,1,"Permits, Licenses and Inspections",East Liberty,9,11,42003111300,2,11,5,3-8,-79.9288459483977,40.4708664750794,APPROXIMATE
230044,2018-03-16T09:24:00,Potholes,Call Center,1,DPW - Street Maintenance,Squirrel Hill South,5,14,42003141400,3,14,4,2-15,-79.9238606,40.4200006,EXACT
181447,2017-08-23T08:51:00,Missed Pick Up,Call Center,1,DPW - Refuse,California-Kirkbride,6,21,42003250700,1,21,1,1-9,-80.0245659286321,40.4616770517778,APPROXIMATE
34847,2015-11-20T09:35:00,Recycling,Website,1,DPW - Refuse,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,-79.9165310633955,40.4308893092356,APPROXIMATE
52484,2016-03-02T14:08:00,Missed Blue Bag,Call Center,1,DPW - Refuse,Beechview,4,19,42003191600,5,19,6,4-28,-80.0213346506013,40.4122857047933,APPROXIMATE
354467,2019-06-24T20:05:00,Other (please describe),Website,1,Animal Care & Control,Mt. Oliver,3,16,42003561700,3,16,3,4-8,-79.9796084477822,40.4109086017509,APPROXIMATE
225916,2018-02-28T15:16:00,Lights,Call Center,1,DPW - Park Maintenance,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.9830121552948,40.4445435507841,EXACT
195089,2017-10-23T15:53:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Brighton Heights,1,27,42003270300,1,27,1,1-14,-80.0352868593364,40.4784463435026,APPROXIMATE
28242,2015-10-19T16:11:00,"Dumping, Private Property",Call Center,1,"Permits, Licenses and Inspections",Brookline,4,32,42003320600,5,32,6,4-25,-80.0026416043728,40.3988046729745,APPROXIMATE
325800,2019-03-15T12:32:00,Abandoned Vehicle (parked on street),Control Panel,0,Police - AVU,Perry North,1,26,42003260200,1,26,1,1-15,-80.0243941284107,40.4917629453113,APPROXIMATE
315018,2019-02-01T16:45:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Perry North,1,26,42003260700,1,26,1,1-15,-80.0108943,40.4820809,EXACT
20518,2015-08-21T12:32:00,Street Light - Repair,Website,1,Allegheny City Electric,Central Business District,6,2,42003020100,6,2,2,1-4,-80.0020999312134,40.4406595862955,EXACT
68991,2016-05-13T12:36:00,Potholes,Call Center,1,DPW - Street Maintenance,Strip District,7,2,42003020300,6,2,2,2-3,-79.9860585,40.449725,EXACT
346900,2019-06-02T13:09:00,Potholes,Website,1,DPW - Street Maintenance,Overbrook,4,32,42003320700,5,32,3,4-25,-80.0025826,40.3871321,EXACT
160327,2017-06-08T09:24:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Arlington,3,16,42003561600,3,16,3,4-8,-79.9763404,40.4158997,EXACT
241393,2018-04-20T15:26:00,Request New Sign,Call Center,1,DOMI - Traffic,Chateau,6,21,42003980600,1,21,1,1-8,-80.0235598,40.4506537,EXACT
2782,2015-04-30T10:51:00,Handicap Parking Signs,Call Center,1,DOMI - Traffic,Knoxville,3,30,42003300100,5,30,3,4-7,-79.993443997987,40.4128726223981,APPROXIMATE
248220,2018-05-14T12:31:00,Referral,Call Center,1,311,,,,,,,,,,,OUT_OF_BOUNDS
284617,2018-08-29T16:14:00,Boat/Trailer on Street,Website,1,Police - Zones 1-6,Carrick,4,29,42003290200,3,29,3,4-12,-79.9875251577091,40.3987403244151,APPROXIMATE
212056,2018-01-23T15:04:00,Vacant Building,Call Center,1,"Permits, Licenses and Inspections",Mount Washington,2,19,42003191400,5,19,3,4-27,-80.0122358110451,40.4244793209584,EXACT
279604,2018-08-13T11:17:00,Illegal Dumping,Call Center,1,DOMI - Permits,Fineview,1,25,42003250900,1,25,1,1-10,-80.003942398191,40.4644979504555,APPROXIMATE
142362,2017-03-31T08:48:00,Fire Safety System Not Working,Control Panel,1,"Permits, Licenses and Inspections",Squirrel Hill North,8,14,42003140300,3,14,4,2-18,-79.9246328917635,40.4396951680576,APPROXIMATE
6890,2015-05-29T11:17:00,Traffic,Call Center,1,DOMI - Traffic,Greenfield,5,15,42003151600,3,15,4,2-12,-79.9498055,40.4256594,EXACT
23296,2015-09-14T08:33:00,Curb /Angle Iron/Metal Exposed,Call Center,1,DPW - Street Maintenance,Beechview,4,19,42003192000,5,19,6,4-28,-80.0279774,40.4012491,EXACT
202845,2017-12-13T09:20:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Duquesne Heights,2,19,42003191100,5,19,3,4-1,-80.0252571,40.436682,EXACT
190128,2017-09-28T11:34:00,Mayor's Office,Call Center,1,311,,,,,,,,,,,OUT_OF_BOUNDS
160695,2017-06-09T10:31:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Garfield,9,11,42003111400,2,11,5,3-8,-79.9295551486115,40.4673045818729,APPROXIMATE
196635,2017-11-01T10:27:00,Building Maintenance,Control Panel,1,"Permits, Licenses and Inspections",Central Northside,1,22,42003220600,1,22,1,1-21,-80.0125107389404,40.455513769304,APPROXIMATE
336957,2019-05-01T15:22:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Squirrel Hill South,5,14,42003141300,3,14,4,2-21,-79.930185,40.4356373,EXACT
54926,2016-03-14T16:32:00,"Overgrowth, Parks",Call Center,3,DPW - Park Maintenance,Carrick,4,29,42003290100,3,29,3,4-23,-79.9886533630965,40.3935670792267,APPROXIMATE
25173,2015-09-25T10:34:00,Overgrowth,Call Center,1,DPW - Street Maintenance,Beechview,4,19,42003192000,5,19,6,4-28,-80.0202632,40.4068457,EXACT
131551,2017-02-13T09:15:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Central Business District,6,1,42003020100,6,1,2,1-4,-80.0005169,40.438347,EXACT
159042,2017-06-05T07:54:00,Missed Pick Up,Call Center,1,DPW - Refuse,Windgap,2,28,42003563000,5,28,6,1-16,-80.0754722838313,40.4541614045361,APPROXIMATE
342879,2019-05-20T13:50:00,Refuse Violations,Control Panel,1,DPW - Refuse,Shadyside,8,7,42003070900,2,7,4,3-22,-79.9378820806928,40.4545347247557,APPROXIMATE
8759,2015-06-11T12:39:00,Playground,Call Center,1,DPW - Park Maintenance,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,-79.9467534,40.43451,EXACT
41331,2016-01-13T09:21:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Greenfield,5,15,42003151700,3,15,4,2-15,-79.9359809,40.4248107,EXACT
139984,2017-03-20T11:16:00,Zoning Issue,Control Panel,1,"Permits, Licenses and Inspections",South Side Flats,3,17,42003170200,3,17,3,4-24,-79.9791398994044,40.4302186527963,APPROXIMATE
123560,2017-01-03T17:21:00,Refuse Violations,Call Center,1,DPW - Refuse,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.9685609205053,40.4193511007581,APPROXIMATE
100888,2016-08-30T12:19:00,Abandoned Vehicle (parked on street),Call Center,1,Police - AVU,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.9802750906312,40.4223438664492,APPROXIMATE
11544,2015-07-01T11:57:00,Replace/Repair a Sign,Call Center,1,DOMI - TrafficShop,Central Business District,6,2,42003020100,6,2,2,1-3,-79.9986633,40.4419522,EXACT
236868,2018-04-08T19:09:00,Potholes,Website,1,DPW - Street Maintenance,Hazelwood,5,15,42003562300,3,15,4,2-12,-79.9347259,40.4185769,EXACT
239055,2018-04-13T12:29:00,Sinkhole,Website,1,DPW - Street Maintenance,Bloomfield,7,9,42003090300,2,9,5,3-6,-79.9558138847351,40.4629806553051,EXACT
208030,2018-01-12T08:41:00,Drainage/Leak,Call Center,1,DPW - Street Maintenance,Central Northside,1,22,42003220600,1,22,1,1-21,-80.0086275,40.4551126,EXACT
65158,2016-04-28T08:17:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Overbrook,4,32,42003320400,5,32,3,4-23,-79.995732,40.3903075,EXACT
221052,2018-02-16T16:39:00,Potholes,Website,1,DPW - Street Maintenance,Brookline,4,19,42003191700,5,19,6,4-26,-80.0232936,40.4006291,EXACT
382613,2019-09-13T14:34:00,Fire Safety System Issue,Control Panel,3,,Morningside,7,10,42003101400,2,10,5,3-7,-79.9238457483676,40.4869033306024,APPROXIMATE
104325,2016-09-14T15:03:00,Potholes,Call Center,1,DPW - Street Maintenance,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,-79.9905256,40.4670972,EXACT
319902,2019-02-20T10:40:00,Snow/Ice removal,Report2Gov iOS,1,DPW - Street Maintenance,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.969292,40.419376,EXACT
201970,2017-12-06T15:48:00,Smoke detectors,Call Center,1,Fire Bureau,Highland Park,7,11,42003110200,2,11,5,3-9,-79.9259959750036,40.4764277887936,APPROXIMATE
119005,2016-12-05T07:32:00,Refuse Violations,Call Center,1,DPW - Refuse,South Side Slopes,3,17,42003170600,3,17,3,4-5,-79.9896306346632,40.4256231905761,APPROXIMATE
168221,2017-07-07T15:58:00,Potholes,Call Center,1,DPW - Street Maintenance,Brighton Heights,1,27,42003270800,1,27,1,1-14,-80.031442,40.4886081,EXACT
270594,2018-07-16T10:24:00,Potholes,Call Center,1,DPW - Street Maintenance,Greenfield,5,15,42003151700,3,15,4,2-15,-79.9318355,40.4267702,EXACT
327430,2019-03-22T11:54:00,Fire Safety System Issue,Control Panel,3,,Central Business District,6,1,42003020100,6,1,2,1-4,-80.0035635309921,40.4389336899237,APPROXIMATE
159659,2017-06-06T11:20:00,Broken Sidewalk,Website,1,"Permits, Licenses and Inspections",South Oakland,3,4,42003040900,3,4,4,2-11,-79.956554,40.4347797,EXACT
290359,2018-09-22T13:16:00,Potholes,Report2Gov Android,1,DPW - Street Maintenance,Troy Hill,1,23,42003240600,1,23,1,1-5,-79.9926147982478,40.4532328340461,EXACT
284132,2018-08-28T11:56:00,Sidewalk Obstruction,Website,0,DOMI - Permits,Sheraden,2,20,42003202200,5,20,6,1-16,-80.0648537,40.4501714,EXACT
172104,2017-07-21T08:42:00,Missed Pick Up,Call Center,1,DPW - Refuse,Bloomfield,7,8,42003080200,2,8,5,3-1,-79.9520822430652,40.4618472594252,APPROXIMATE
124075,2017-01-05T18:48:00,Snow/Ice removal,Report2Gov iOS,1,DPW - Street Maintenance,Stanton Heights,9,10,42003100500,2,10,5,3-7,-79.936546,40.48048,EXACT
46669,2016-02-12T09:44:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Chartiers City,2,20,42003563000,5,20,6,1-16,-80.0697317,40.458185,EXACT
288859,2018-09-17T11:15:00,Weeds/Debris,Control Panel,1,"Permits, Licenses and Inspections",Central Oakland,3,4,42003040600,3,4,4,2-11,-79.9526593,40.435409,EXACT
330744,2019-04-08T08:29:00,Potholes,Call Center,1,DPW - Street Maintenance,East Liberty,7,8,42003111500,2,8,5,3-23,-79.9306561460327,40.4597144265907,EXACT
215470,2018-02-05T08:47:00,Snow/Ice removal,Call Center,1,DPW - Street Maintenance,Beechview,4,19,42003191600,5,19,6,4-28,-80.0283857,40.4117296,EXACT
87819,2016-07-13T16:00:00,Potholes,Website,1,DPW - Street Maintenance,South Side Slopes,3,17,42003170600,3,17,3,4-22,-79.9834227,40.4207368,EXACT
